numero_processo,numero_cnj,classe_codigo,classe_nome,orgao_julgador,data_ajuizamento,ultima_atualizacao,qtd_movimentos,grau,link_consulta
50000029320114047001,5000002-93.2011.4.04.7001,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2014-02-20,2021-07-23T10:40:07.513000Z,70,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50000029320114047001&selOrigem=TRF&chkMostrarBaixados=1
50000230920154047008,5000023-09.2015.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2019-09-26,2024-08-30T19:10:01.628Z,25,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50000230920154047008&selOrigem=TRF&chkMostrarBaixados=1
50004377020164047008,5000437-70.2016.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-05-28,2025-06-14T13:22:48.098Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50004377020164047008&selOrigem=TRF&chkMostrarBaixados=1
50004734420134047000,5000473-44.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-05-18,2025-04-24T19:11:13.593Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50004734420134047000&selOrigem=TRF&chkMostrarBaixados=1
50005205220174047008,5000520-52.2017.4.04.7008,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2019-06-19,2021-07-09T04:40:09.425000Z,31,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50005205220174047008&selOrigem=TRF&chkMostrarBaixados=1
50005467420174047000,5000546-74.2017.4.04.7000,417,Apelação Criminal,Vice-Presidência,2018-05-30,2025-04-25T02:20:11.387Z,96,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50005467420174047000&selOrigem=TRF&chkMostrarBaixados=1
50005536620174047000,5000553-66.2017.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-05-02,2024-08-30T19:14:18.046Z,105,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50005536620174047000&selOrigem=TRF&chkMostrarBaixados=1
50006705720174047000,5000670-57.2017.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2018-01-08,2021-07-10T12:08:13.700000Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50006705720174047000&selOrigem=TRF&chkMostrarBaixados=1
50006899720164047000,5000689-97.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Juíza Federal ANA PAULA DE BORTOLI),2017-06-07,2025-07-14T10:01:05.789Z,102,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50006899720164047000&selOrigem=TRF&chkMostrarBaixados=1
50007315420134047000,5000731-54.2013.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2014-05-21,2021-07-15T20:43:54.684000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50007315420134047000&selOrigem=TRF&chkMostrarBaixados=1
50007832120164047008,5000783-21.2016.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-08-02,2025-06-14T16:38:14.264Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50007832120164047008&selOrigem=TRF&chkMostrarBaixados=1
50008479420174047008,5000847-94.2017.4.04.7008,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-05-21,2024-08-15T07:41:42.376Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50008479420174047008&selOrigem=TRF&chkMostrarBaixados=1
50008827820174047000,5000882-78.2017.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-01-08,2025-04-25T01:11:50.921Z,32,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50008827820174047000&selOrigem=TRF&chkMostrarBaixados=1
50009411820124047008,5000941-18.2012.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-04-08,2025-08-01T20:51:00.988Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50009411820124047008&selOrigem=TRF&chkMostrarBaixados=1
50009489720184047008,5000948-97.2018.4.04.7008,421,Embargos Infringentes e de Nulidade,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-10-23,2024-09-21T16:23:20.222Z,114,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50009489720184047008&selOrigem=TRF&chkMostrarBaixados=1
50009848120144047008,5000984-81.2014.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-09-10,2025-04-25T00:46:43.165Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50009848120144047008&selOrigem=TRF&chkMostrarBaixados=1
50011030320134047000,5001103-03.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2017-07-04,2024-09-20T12:30:45.562Z,61,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50011030320134047000&selOrigem=TRF&chkMostrarBaixados=1
50011374120144047000,5001137-41.2014.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2016-09-21,2021-07-12T05:54:32.114000Z,69,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50011374120144047000&selOrigem=TRF&chkMostrarBaixados=1
50011388920154047000,5001138-89.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2015-11-27,2025-07-16T05:36:45.924Z,492,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50011388920154047000&selOrigem=TRF&chkMostrarBaixados=1
50011541420134047000,5001154-14.2013.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2015-02-27,2024-09-19T13:30:43.912Z,142,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50011541420134047000&selOrigem=TRF&chkMostrarBaixados=1
50011770820234047000,5001177-08.2023.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2025-02-06,2025-10-19T11:59:58.667Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50011770820234047000&selOrigem=TRF&chkMostrarBaixados=1
50012112720164047000,5001211-27.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-12-19,2024-09-20T11:00:26.562Z,124,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012112720164047000&selOrigem=TRF&chkMostrarBaixados=1
50012156420164047000,5001215-64.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-10-09,2022-06-04T16:13:21.786000Z,69,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012156420164047000&selOrigem=TRF&chkMostrarBaixados=1
50012234120164047000,5001223-41.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-10-16,2024-09-21T16:32:33.827Z,64,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012234120164047000&selOrigem=TRF&chkMostrarBaixados=1
50012269320164047000,5001226-93.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-10-16,2021-07-11T01:08:27.099000Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012269320164047000&selOrigem=TRF&chkMostrarBaixados=1
50012303320164047000,5001230-33.2016.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-05-11,2024-09-22T19:50:06.108Z,60,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012303320164047000&selOrigem=TRF&chkMostrarBaixados=1
50012393420174047008,5001239-34.2017.4.04.7008,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2019-12-10,2025-02-13T03:10:29.260Z,79,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012393420174047008&selOrigem=TRF&chkMostrarBaixados=1
50012471620144047008,5001247-16.2014.4.04.7008,417,Apelação Criminal,GAB. 71 (Des. Federal ÂNGELO ROBERTO ILHA DA SILVA),2018-09-11,2025-06-14T15:50:36.107Z,28,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012471620144047008&selOrigem=TRF&chkMostrarBaixados=1
50012482520144047000,5001248-25.2014.4.04.7000,421,Embargos Infringentes e de Nulidade,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2015-06-16,2022-06-04T16:07:14.581000Z,112,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012482520144047000&selOrigem=TRF&chkMostrarBaixados=1
50012497820124047000,5001249-78.2012.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal JOÃO PEDRO GEBRAN NETO),2013-11-28,2021-07-23T13:43:32.867000Z,41,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012497820124047000&selOrigem=TRF&chkMostrarBaixados=1
50012624320184047008,5001262-43.2018.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-10-04,2024-08-30T19:00:45.304Z,43,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50012624320184047008&selOrigem=TRF&chkMostrarBaixados=1
50013477720234047000,5001347-77.2023.4.04.7000,417,Apelação Criminal,GAB 73 Des Federal LUIZ CARLOS CANALLI,2026-07-21,2026-09-11T06:31:24.539000Z,5,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50013477720234047000&selOrigem=TRF&chkMostrarBaixados=1
50013991520194047000,5001399-15.2019.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2020-01-24,2025-04-25T02:51:22.399Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50013991520194047000&selOrigem=TRF&chkMostrarBaixados=1
50014104420194047000,5001410-44.2019.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2020-02-03,2024-08-30T01:28:48.531Z,63,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50014104420194047000&selOrigem=TRF&chkMostrarBaixados=1
50015802120164047000,5001580-21.2016.4.04.7000,417,Apelação Criminal,Vice-Presidência,2021-06-14,2025-04-24T17:54:44.300Z,95,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50015802120164047000&selOrigem=TRF&chkMostrarBaixados=1
50016626220154047008,5001662-62.2015.4.04.7008,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2020-08-17,2024-09-21T16:29:54.143Z,44,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50016626220154047008&selOrigem=TRF&chkMostrarBaixados=1
50016926320164047008,5001692-63.2016.4.04.7008,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2019-02-13,2021-07-09T07:12:51.648000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50016926320164047008&selOrigem=TRF&chkMostrarBaixados=1
50017197520184047008,5001719-75.2018.4.04.7008,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-11-29,2024-09-21T16:28:55.873Z,35,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50017197520184047008&selOrigem=TRF&chkMostrarBaixados=1
50017297520204047000,5001729-75.2020.4.04.7000,417,Apelação Criminal,GAB. 82 (Des. Federal MARCELO MALUCELLI),2020-07-08,2024-09-22T22:30:05.923Z,38,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50017297520204047000&selOrigem=TRF&chkMostrarBaixados=1
50018068420204047000,5001806-84.2020.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2021-02-17,2025-04-16T19:31:08.832Z,103,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50018068420204047000&selOrigem=TRF&chkMostrarBaixados=1
50020236420194047000,5002023-64.2019.4.04.7000,417,Apelação Criminal,VicePresidencia,2021-04-26,2026-09-10T05:23:38.100000Z,81,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50020236420194047000&selOrigem=TRF&chkMostrarBaixados=1
50020878920154047008,5002087-89.2015.4.04.7008,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-09-24,2024-08-29T23:27:11.459Z,43,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50020878920154047008&selOrigem=TRF&chkMostrarBaixados=1
50021466220194047000,5002146-62.2019.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal SALISE MONTEIRO SANCHOTENE),2019-04-22,2024-09-23T06:50:02.693Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50021466220194047000&selOrigem=TRF&chkMostrarBaixados=1
50021804720134047000,5002180-47.2013.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2014-09-11,2021-07-16T06:26:52.032000Z,36,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50021804720134047000&selOrigem=TRF&chkMostrarBaixados=1
50022947820164047000,5002294-78.2016.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2017-09-11,2021-07-23T09:32:34.454000Z,10,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50022947820164047000&selOrigem=TRF&chkMostrarBaixados=1
50023192820154047000,5002319-28.2015.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2016-06-14,2021-07-23T09:06:49.051000Z,22,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50023192820154047000&selOrigem=TRF&chkMostrarBaixados=1
50023620420114047000,5002362-04.2011.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2019-03-27,2024-08-30T19:07:27.443Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50023620420114047000&selOrigem=TRF&chkMostrarBaixados=1
50025097320244047000,5002509-73.2024.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2025-12-10,2026-01-15T06:13:36.115000Z,7,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50025097320244047000&selOrigem=TRF&chkMostrarBaixados=1
50026191920174047000,5002619-19.2017.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2018-01-15,2024-08-30T01:05:43.779Z,64,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50026191920174047000&selOrigem=TRF&chkMostrarBaixados=1
50026304320204047000,5002630-43.2020.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2023-03-01,2024-09-20T15:10:06.208Z,34,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50026304320204047000&selOrigem=TRF&chkMostrarBaixados=1
50027959020204047000,5002795-90.2020.4.04.7000,417,Apelação Criminal,GAB. 72 (Des. Federal ALEXANDRE GONÇALVES LIPPEL),2021-10-20,2025-08-01T21:10:05.464Z,23,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50027959020204047000&selOrigem=TRF&chkMostrarBaixados=1
50029505920214047000,5002950-59.2021.4.04.7000,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2022-09-09,2024-09-22T13:30:18.574Z,21,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50029505920214047000&selOrigem=TRF&chkMostrarBaixados=1
50031165220254047000,5003116-52.2025.4.04.7000,417,Apelação Criminal,GAB 83 Des Federal ANA PAULA DE BORTOLI,2026-06-03,2026-09-12T15:15:22.613000Z,29,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50031165220254047000&selOrigem=TRF&chkMostrarBaixados=1
50031561520174047000,5003156-15.2017.4.04.7000,417,Apelação Criminal,Vice-Presidência,2024-03-18,2025-10-17T18:49:41.859Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50031561520174047000&selOrigem=TRF&chkMostrarBaixados=1
50035034320204047000,5003503-43.2020.4.04.7000,417,Apelação Criminal,GAB. 81 (Des. Federal LORACI FLORES DE LIMA),2021-09-21,2024-09-21T17:40:07.547Z,42,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50035034320204047000&selOrigem=TRF&chkMostrarBaixados=1
50036646820164047008,5003664-68.2016.4.04.7008,417,Apelação Criminal,GAB. 73 (Des. Federal LUIZ CARLOS CANALLI),2019-10-02,2024-09-21T17:00:04.901Z,26,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50036646820164047008&selOrigem=TRF&chkMostrarBaixados=1
50038184720154047000,5003818-47.2015.4.04.7000,417,Apelação Criminal,GAB. 71 (Juiz Federal DANILO PEREIRA JÚNIOR),2015-11-30,2021-07-14T09:07:09.316000Z,24,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50038184720154047000&selOrigem=TRF&chkMostrarBaixados=1
50038274820164047008,5003827-48.2016.4.04.7008,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2017-09-11,2025-06-14T03:43:55.660Z,33,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50038274820164047008&selOrigem=TRF&chkMostrarBaixados=1
50038507620204047000,5003850-76.2020.4.04.7000,417,Apelação Criminal,GAB. 83 (Des. Federal CARLOS EDUARDO THOMPSON FLORES LENZ),2020-02-26,2025-06-14T12:36:34.273Z,32,G2,https://www.trf4.jus.br/trf4/controlador.php?acao=consulta_processual_resultado_pesquisa&selForma=NU&txtValor=50038507620204047000&selOrigem=TRF&chkMostrarBaixados=1
